==============================================================================
==============================================================================
Mon. Dec. 23 2013                  LANDSAT 7                       Time: 06:48
                            Image Assessment System
                            GEOMETRIC VERIFY Report
==============================================================================
Order ID: 0101312224682_00025                          Path / Row - 181 / 63
Reference Image: L51JSA1008173080100_HDF.L1G

Color mapping per rank
----------------------
Rank  1 is Green: total residual <= 0.5
Rank  2 is Cyan: 0.5 < total residual <=  1
Rank  3 is Blue:  1 < total residual <=  2
Rank  4 is Yellow:  2 < total residual <=  3
Rank  5 is Red:  3 < total residual

Percentage of residuals by rank
-------------------------------
Rank   1 -- 95.4%
Rank   2 --  4.6%
Rank   3 --  0.0%
Rank   4 --  0.0%
Rank   5 --  0.0%

       GCP    Latitude    Longitude  Sample   Line     Total    Rank
        ID                           Residual Residual Residual
              (Degree)    (Degree)   (Pixel)  (Pixel)  (Pixel)
----------------------------------------------------------------------
1810635216   -5.15210     16.48763    -0.10      0.00     0.10     1 
1810635218   -5.15197     16.54391     0.04      0.17     0.18     1 
1810635219   -5.15190     16.57205    -0.07     -0.21     0.22     1 
1810635220   -5.15183     16.60020     0.03      0.06     0.07     1 
1810635221   -5.15176     16.62834    -0.23      0.03     0.23     1 
1810635222   -5.15169     16.65648    -0.17      0.19     0.25     1 
1810635223   -5.15161     16.68462     0.02      0.09     0.09     1 
1810635224   -5.15154     16.71276     0.06     -0.01     0.06     1 
1810635225   -5.15146     16.74089    -0.08      0.17     0.18     1 
1810635226   -5.15138     16.76903     0.10      0.03     0.11     1 
1810635227   -5.15130     16.79717     0.34      0.24     0.41     1 
1810635228   -5.15123     16.82531     0.04      0.06     0.08     1 
1810635229   -5.15114     16.85344     0.05      0.08     0.10     1 
1810635230   -5.15106     16.88158    -0.02      0.09     0.09     1 
1810635231   -5.15098     16.90972    -0.10      0.09     0.13     1 
1810635232   -5.15089     16.93785    -0.07     -0.10     0.12     1 
1810635233   -5.15081     16.96599     0.17      0.03     0.17     1 
1810635234   -5.15072     16.99412     0.41      0.11     0.42     1 
1810635290   -5.17713     16.45954    -0.10     -0.33     0.34     1 
1810635291   -5.17706     16.48769    -0.09     -0.08     0.11     1 
1810635293   -5.17693     16.54397    -0.04     -0.02     0.05     1 
1810635294   -5.17686     16.57212     0.07     -0.04     0.08     1 
1810635295   -5.17679     16.60026    -0.22      0.25     0.33     1 
1810635296   -5.17672     16.62840    -0.04     -0.03     0.05     1 
1810635299   -5.17650     16.71282     0.05      0.10     0.11     1 
1810635300   -5.17642     16.74096     0.15      0.06     0.16     1 
1810635301   -5.17634     16.76910     0.09     -0.06     0.11     1 
1810635302   -5.17626     16.79724     0.36      0.15     0.39     1 
1810635303   -5.17618     16.82538    -0.19      0.16     0.25     1 
1810635305   -5.17602     16.88165     0.01      0.05     0.05     1 
1810635306   -5.17593     16.90979    -0.11     -0.04     0.11     1 
1810635307   -5.17585     16.93793     0.09      0.18     0.20     1 
1810635308   -5.17576     16.96606     0.09      0.22     0.24     1 
1810635372   -5.20160     16.65661    -0.24      0.11     0.27     1 
1810635373   -5.20153     16.68475     0.01      0.07     0.07     1 
1810635374   -5.20145     16.71289     0.01      0.09     0.09     1 
1810635375   -5.20138     16.74103     0.02      0.07     0.07     1 
1810635376   -5.20130     16.76917     0.03      0.19     0.19     1 
1810635378   -5.20114     16.82545     0.12      0.20     0.23     1 
1810635379   -5.20106     16.85359     0.18      0.09     0.20     1 
1810635380   -5.20097     16.88173    -0.03      0.02     0.03     1 
1810635381   -5.20089     16.90987    -0.04     -0.02     0.05     1 
1810635382   -5.20080     16.93800    -0.08      0.02     0.08     1 
1810635383   -5.20071     16.96614     0.04      0.10     0.11     1 
1810635452   -5.22617     16.79738    -0.03      0.01     0.03     1 
1810635453   -5.22609     16.82552     0.04      0.04     0.06     1 
1810635454   -5.22601     16.85366    -0.14     -0.16     0.21     1 
1810635455   -5.22593     16.88180    -0.00      0.03     0.03     1 
1810635456   -5.22584     16.90994    -0.01      0.04     0.04     1 
1810635457   -5.22576     16.93808     0.07      0.08     0.10     1 
1810635458   -5.22567     16.96622     0.13      0.08     0.16     1 
1810635533   -5.25062     16.96630    -0.07      0.23     0.24     1 
----------------------------------------------------------------------
---------------------------------------------------
Total correlated GCPs in Upper Left Quadrant: 246

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.008
  Median: 0.003
  Standard Deviation: 0.192

Sample residual statistics:
  Mean: -0.076
  Median: -0.082
  Standard Deviation: 0.177

Quadrant RMSE: 0.273

---------------------------------------------------
Total correlated GCPs in Upper Right Quadrant: 508

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: 0.009
  Median: 0.005
  Standard Deviation: 0.184

Sample residual statistics:
  Mean: 0.029
  Median: 0.027
  Standard Deviation: 0.182

Quadrant RMSE: 0.260

---------------------------------------------------
Total correlated GCPs in Lower Left Quadrant: 232

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.061
  Median: -0.058
  Standard Deviation: 0.160

Sample residual statistics:
  Mean: -0.044
  Median: -0.018
  Standard Deviation: 0.182

Quadrant RMSE: 0.254

---------------------------------------------------
Total correlated GCPs in Lower Right Quadrant: 602

GCP statistics this quadrant only (in Pixels)
Line residual statistics:
  Mean: -0.006
  Median: 0.006
  Standard Deviation: 0.159

Sample residual statistics:
  Mean: 0.087
  Median: 0.097
  Standard Deviation: 0.159

Quadrant RMSE: 0.241

---------------------------------------------------
---------------------------------------------------
Total correlated GCPs in scene: 1588

GCP statistics entire scene (in Pixels)
Line residual statistics:
  Mean: -0.010
  Median: -0.003
  Standard Deviation: 0.175

Sample residual statistics:
  Mean: 0.024
  Median: 0.036
  Standard Deviation: 0.183

Scene RMSE: 0.254

